Outcome,PC,Selected,LASSO_Coefficient,LASSO_Alpha,Model_R2_insample,Model_R2_CV,N_selected
HU,12,0,0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,13,1,0.009565389,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,13,1,-0.07739766,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,13,0,-0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,14,1,-0.1469892,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,14,1,-0.18284273,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,14,1,-0.14407608,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,15,1,-0.012256566,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,15,1,-0.009847938,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,15,1,-0.027693957,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,16,1,0.01721868,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,16,0,0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,16,0,-0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,17,1,-0.07016063,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,17,1,-0.109789856,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,17,1,-0.15535949,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,18,1,-0.040494956,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,18,1,-0.053604733,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,18,1,-0.0062463805,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,19,0,0.0,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,19,1,0.0062793423,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,19,1,-0.01581834,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,20,1,-0.009501028,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,20,1,-0.02115938,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,20,1,-0.012666038,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,21,1,-0.0365117,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,21,0,0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,21,0,-0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,22,0,0.0,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,22,1,-0.00025179252,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,22,1,-0.024658456,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,23,1,0.011176501,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,23,0,-0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,23,1,-3.4095134e-05,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,24,1,0.003956469,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,24,1,0.0136923045,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,24,1,0.045892227,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,25,1,0.02579906,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,25,1,0.017978594,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,25,1,0.0054069,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,26,0,0.0,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,26,1,-0.026700484,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,26,1,-0.0020754908,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,27,1,0.015897717,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,27,0,-0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,27,1,-0.017326308,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,28,1,0.005702225,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,28,1,0.01633679,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,28,0,0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,29,1,0.0065367687,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,29,1,0.07638396,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,29,1,0.0493858,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,30,1,-0.026879903,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,30,1,-0.010661996,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,30,0,-0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,31,1,-0.02102348,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,31,1,-0.0054573608,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,31,1,0.013907204,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,32,1,0.02769241,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,32,0,-0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,32,1,-0.01806243,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,33,1,0.015029749,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,33,0,-0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,33,0,-0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,34,1,0.008050564,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,34,1,0.031133637,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,34,0,0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,35,0,-0.0,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,35,1,0.011017687,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,35,1,-0.016222475,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,36,1,-0.05160933,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,36,1,-0.008643768,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,36,1,-0.008505608,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,37,1,-0.058431104,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,37,1,-0.012967895,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,37,1,-0.04847173,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,38,1,0.029445825,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,38,1,0.053532675,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,38,1,0.019921163,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,39,1,0.013457497,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,39,0,0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,39,1,0.055918157,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,40,1,0.050686408,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,40,1,0.017785946,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,40,0,-0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,41,1,-0.02748539,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,41,1,-0.05326015,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,41,1,-0.049023964,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,42,1,0.00080660713,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,42,0,-0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,42,1,0.005667581,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,43,1,-0.025902621,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,43,1,-0.03946474,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,43,1,-0.0024018998,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,44,1,0.025443124,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,44,1,0.01689865,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,44,1,0.018221516,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,45,1,0.05668476,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,45,1,0.0306083,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,45,1,0.06431967,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,46,1,-0.051317044,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,46,0,-0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,46,0,-0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,47,1,-0.045878313,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,47,1,-0.044892456,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,47,1,-0.05630343,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,48,1,0.0386262,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,48,0,-0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,48,1,-0.014539436,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,49,0,-0.0,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,49,0,-0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,49,1,-0.0022261816,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,50,1,0.015508197,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,50,1,0.024365297,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,50,1,0.04235319,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,51,1,0.033593833,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,51,0,0.0,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,51,0,0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,52,1,0.0024552443,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,52,1,-0.032819737,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,52,1,-0.022002336,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,53,1,-0.031465743,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,53,1,-0.0037204572,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,53,1,-0.016435323,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,54,1,-0.0742586,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,54,1,-0.015165321,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,54,1,-0.022060608,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,55,0,0.0,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,55,1,0.012589393,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,55,1,0.011552003,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
X,56,1,0.021123517,0.012029150064279742,0.2684950256047657,0.09259634504342384,152
AI,56,1,0.0027269025,0.016112214800333667,0.4170078260914315,0.30772902137339087,115
HU,56,0,-0.0,0.014496540304130046,0.33209723269865177,0.21426389948687782,123
