Outcome,PC,Selected,LASSO_Coefficient,PostLASSO_Coefficient,Std_Error,t_statistic,p_value,CI_95_lower,CI_95_upper,Model_R2_insample,Model_R2_CV,N_selected
AI,37,1,-0.014168027,-0.024084325926593337,0.020764860945173796,-1.1598597260142527,0.2461059222893235,-0.06478345337913398,0.0166148015259473,0.26787529537075605,0.22086883849060582,40
HU,37,1,-0.0099507775,-0.013547293902180246,0.013253283216718904,-1.022183988725937,0.30669382738682416,-0.039523729006949296,0.012429141202588808,0.7361314040098569,0.7174261750782035,48
X,38,0,-0.0,0.0,0.0,,,,,0.6231461983797097,0.6023266676625999,40
AI,38,1,0.026395729,0.03631202948425667,0.021299396356935497,1.704838431838129,0.08822456164302536,-0.005434787375336904,0.07805884634385024,0.26787529537075605,0.22086883849060582,40
HU,38,1,0.05269537,0.05629189464617431,0.012735015301363969,4.420245544592729,9.858881317232371e-06,0.03133126465550093,0.08125252463684769,0.7361314040098569,0.7174261750782035,48
X,39,1,-0.027982417,-0.03677644855882269,0.014726713551945197,-2.4972610779113733,0.012515677311147765,-0.06564080712063528,-0.007912089997010107,0.6231461983797097,0.6023266676625999,40
AI,39,1,-0.07577493,-0.08569123091530503,0.020107376790374703,-4.261681262984289,2.0289468794005702e-05,-0.12510168942443944,-0.046280772406170616,0.26787529537075605,0.22086883849060582,40
HU,39,0,0.0,0.0,0.0,,,,,0.7361314040098569,0.7174261750782035,48
X,40,1,-0.032437153,-0.041231181153949366,0.014339361995691089,-2.8753846347096297,0.004035355822082153,-0.0693363306655039,-0.013126031642394832,0.6231461983797097,0.6023266676625999,40
AI,40,1,0.028350709,0.03826700687445822,0.02023262301500771,1.891351746438085,0.058577405357554034,-0.0013889342349568887,0.07792294798387334,0.26787529537075605,0.22086883849060582,40
HU,40,1,0.088836364,0.09243288236668011,0.013028234322171005,7.094812703006192,1.2952678438623443e-12,0.06689754309522494,0.11796822163813528,0.7361314040098569,0.7174261750782035,48
X,41,0,-0.0,0.0,0.0,,,,,0.6231461983797097,0.6023266676625999,40
AI,41,1,0.00085495674,0.010771252646087083,0.02130406933038426,0.5055960191945547,0.6131402767225722,-0.030984723241466068,0.05252722853364023,0.26787529537075605,0.22086883849060582,40
HU,41,1,0.010998037,0.014594553320126338,0.012915637441720175,1.1299909420639913,0.2584800412520599,-0.010720096065645203,0.03990920270589788,0.7361314040098569,0.7174261750782035,48
X,42,1,0.014488282,0.02328230850822942,0.015047498023373235,1.5472544652981564,0.12180189708247327,-0.006210787617582123,0.05277540463404096,0.6231461983797097,0.6023266676625999,40
AI,42,0,-0.0,0.0,0.0,,,,,0.26787529537075605,0.22086883849060582,40
HU,42,1,-0.02971477,-0.0333112926957044,0.013091990090414646,-2.544402529000797,0.010946485771911953,-0.05897159327291711,-0.007650992118491698,0.7361314040098569,0.7174261750782035,48
X,43,1,0.046999507,0.055793532106537265,0.015464291462197844,3.6078944995911035,0.00030869195638357134,0.025483520840629492,0.08610354337244504,0.6231461983797097,0.6023266676625999,40
AI,43,1,0.057494454,0.06741075940200868,0.020303065074011487,3.3202257470127705,0.0008994468428282931,0.027616751856946162,0.10720476694707119,0.26787529537075605,0.22086883849060582,40
HU,43,1,-0.022273397,-0.025869918521141712,0.013363055303779875,-1.935928418542438,0.052876468593222904,-0.05206150691655027,0.00032166987426684307,0.7361314040098569,0.7174261750782035,48
X,44,1,0.020951558,0.02974558138060319,0.014202479572091866,2.094393533862482,0.036224938306336565,0.001908721419303136,0.05758244134190325,0.6231461983797097,0.6023266676625999,40
AI,44,1,0.032471865,0.04238815799564427,0.02002491002321219,2.116771458473939,0.03427924878125146,0.003139334350148383,0.08163698164114017,0.26787529537075605,0.22086883849060582,40
HU,44,1,-0.019173773,-0.02277030244361229,0.012778116177972884,-1.7819764765376052,0.07475306787092817,-0.04781541015243914,0.0022748052652145634,0.7361314040098569,0.7174261750782035,48
X,45,1,0.012946991,0.021741027681195645,0.014566969117311961,1.4924880739506579,0.1355712414047917,-0.006810231788735799,0.05029228715112709,0.6231461983797097,0.6023266676625999,40
AI,45,0,-0.0,0.0,0.0,,,,,0.26787529537075605,0.22086883849060582,40
HU,45,1,-0.033748362,-0.03734488476208125,0.012785360077676075,-2.9209098950046326,0.0034901075125104166,-0.06240419051432636,-0.01228557900983614,0.7361314040098569,0.7174261750782035,48
X,46,1,0.008918255,0.017712287453266726,0.015059810711303715,1.1761294874690618,0.2395431361901773,-0.011804941540888556,0.04722951644742201,0.6231461983797097,0.6023266676625999,40
AI,46,1,0.016876442,0.026792738983761007,0.020004451262683506,1.3393388617332602,0.18046038288788313,-0.012415985491098666,0.06600146345862068,0.26787529537075605,0.22086883849060582,40
HU,46,0,0.0,0.0,0.0,,,,,0.7361314040098569,0.7174261750782035,48
X,47,1,-0.023020243,-0.03181427108122951,0.015471572923314698,-2.056304891488271,0.03975313711315657,-0.062138554010926314,-0.0014899881515327007,0.6231461983797097,0.6023266676625999,40
AI,47,0,0.0,0.0,0.0,,,,,0.26787529537075605,0.22086883849060582,40
HU,47,1,0.049342453,0.052938972567408996,0.0131710383831744,4.019346920667767,5.83596850832058e-05,0.027123737336387174,0.07875420779843081,0.7361314040098569,0.7174261750782035,48
X,48,1,0.010321725,0.019115754602514735,0.016172155042688714,1.1820165310099964,0.2371991416172271,-0.012581669281155148,0.05081317848618462,0.6231461983797097,0.6023266676625999,40
AI,48,0,-0.0,0.0,0.0,,,,,0.26787529537075605,0.22086883849060582,40
HU,48,1,-0.024703987,-0.028300510674737284,0.01366821170373715,-2.0705349966886586,0.0384022722789298,-0.055090205614062096,-0.0015108157354124727,0.7361314040098569,0.7174261750782035,48
X,49,1,-0.020326866,-0.02912090829481096,0.01474954441659041,-1.974359849518845,0.048340840026353186,-0.058030015351328165,-0.0002118012382937573,0.6231461983797097,0.6023266676625999,40
AI,49,1,-0.0045366874,-0.014452992916030537,0.02042615389698066,-0.7075728983989953,0.47921052789514584,-0.05448825455411263,0.025582268722051552,0.26787529537075605,0.22086883849060582,40
HU,49,1,0.008786077,0.012382595739666769,0.013094999124592138,0.9455972941924455,0.34435402486609257,-0.013283602544533823,0.03804879402386736,0.7361314040098569,0.7174261750782035,48
X,50,0,-0.0,0.0,0.0,,,,,0.6231461983797097,0.6023266676625999,40
AI,50,1,-0.0005182586,-0.010434565152025102,0.020751588737874797,-0.5028321100533588,0.6150823158771349,-0.0511076790782597,0.0302385487742095,0.26787529537075605,0.22086883849060582,40
HU,50,1,0.00052133406,0.004117856113060789,0.014101317336590811,0.29201925002961016,0.7702719057465843,-0.0235207258666572,0.031756438092778776,0.7361314040098569,0.7174261750782035,48
